,budget,id,popularity,revenue,runtime,title,vote_average,vote_count
1863,25000000,198185,17.312433,38307627,124,Million Dollar Arm,6.6,259
1864,25000000,227156,53.811461,66980456,94,The Giver,6.4,1798
1867,25000000,10030,21.729434,59192128,101,Good Luck Chuck,5.5,444
1874,25000000,5123,29.533437,66122026,114,August Rush,7.1,797
1884,25000000,284536,22.622453,39171130,111,The Gambler,5.7,543
1888,23000000,319888,29.365851,46152800,106,Eddie the Eagle,7.2,661
1892,25000000,34813,24.903418,23580000,97,The Losers,6.2,515
1893,25000000,46261,14.562197,36993168,99,Don't Be Afraid of the Dark,5.4,341
1902,30000000,22825,21.606001,33333531,115,The Box,5.4,597
1909,25000000,276907,32.854557,42972994,131,Legend,6.7,973
1911,28000000,65055,8.363702,10126458,91,Shark Night,4.9,132
1915,25000000,60309,9.169271,15478800,122,The Conspirator,6.2,137
1918,25000000,6978,29.796394,11000000,99,Big Trouble in Little China,7.1,705
1920,25000000,59440,51.915025,23057115,140,Warrior,7.7,1272
1923,25000000,8988,4.002579,11207130,113,Stop-Loss,6.1,82
1926,14000000,77883,21.680424,85446075,92,The Possession,5.8,498
1928,25000000,64639,7.473455,10324441,110,Straw Dogs,5.5,144
1931,32000000,20766,41.075532,27635305,111,The Road,6.8,1087
1939,25000000,168705,7.008216,2405420,95,BloodRayne,3.5,118
1940,25000000,72113,20.011435,27603069,80,Carnage,7,738
1945,13500000,152742,30.058263,19255873,124,The Best Offer,7.7,704
1948,25000000,48034,15.279021,48531470,154,Little White Lies,7.1,380
1958,25000000,83770,14.613152,8784318,137,On the Road,5.5,301
1960,24000000,1246,30.445257,155721132,102,Rocky Balboa,6.5,835
1966,24000000,11635,24.70166,87055349,91,Old School,6.6,541
1970,24000000,10358,27.326466,42105111,102,Zack and Miri Make a Porno,6.1,721
1972,24000000,10313,20.69219,68729358,93,The Men Who Stare at Goats,5.9,742
1978,24000000,20697,3.113009,12372410,107,Ready to Rumble,4.7,49
1980,24000000,70868,8.630825,30551495,89,I Don't Know How She Does It,5,141
1981,24000000,43593,23.343839,83188165,88,Piranha 3D,5.3,581
1986,24000000,41283,26.324874,23081726,98,Faster,6.1,568
1988,23600000,19908,57.300674,102391382,88,Zombieland,7.2,3550
1990,18000000,1891,78.51783,538400000,124,The Empire Strikes Back,8.2,5879
1994,12500000,10316,20.317469,75993061,101,The Ides of March,6.5,910
1995,23000000,2787,18.493202,53187659,108,Pitch Black,6.7,1789
1997,23000000,152601,53.682367,47351251,126,Her,7.9,4097
2000,23000000,21349,8.976738,18653615,114,Anywhere But Here,5.9,66
2002,23000000,70435,26.257951,33372606,93,Haywire,5.6,505
2007,23000000,2453,12.869436,7434726,98,Harley Davidson and the Marlboro Man,6.1,82
2008,23000000,6973,15.676123,29541790,124,In the Valley of Elah,6.6,261
2009,51059418.94,11156,8.426589,33400000,110,Coco Before Chanel,6.6,246
2013,23000000,30596,7.876883,5837674,139,Bodyguards and Assassins,6.5,57
2014,25000000,3021,35.169779,94679598,104,1408,6.5,1343
2015,22700000,957,39.890798,38119483,96,Spaceballs,6.7,902
2016,22500000,256917,22.096286,15520023,112,The Water Diviner,6.8,431
2018,23000000,544,57.110486,369884651,119,There's Something About Mary,6.5,1590
2021,22000000,13680,20.699212,147880543,110,The Game Plan,6,428
2029,22000000,277,81.829237,95708457,121,Underworld,6.6,2512
2030,22000000,8999,17.7091,57479076,108,Derailed,6.1,319
2031,22000000,11323,17.772518,35424826,108,The Informant!,6,301
2041,22000000,270487,39.006187,63647656,106,"Hail, Caesar!",5.7,1309
2050,25000000,287948,25.002715,72629670,96,The Transporter Refueled,5.2,559
2054,2000000,109513,16.668854,14400000,100,Hit & Run,5.5,224
2058,22000000,44113,12.445176,9479718,105,Stone,5.2,192
2061,25000000,4566,18.961323,92991835,119,Michael Clayton,6.5,501
2068,9000000,2196,20.410354,46,90,Death at a Funeral,6.9,497
2071,21000000,82693,63.599973,205738714,122,Silver Linings Playbook,6.9,4742
2072,21000000,1646,17.746981,41170784,123,Freedom Writers,7.5,356
2073,51059418.94,44944,1.934524,37000000,134,For Colored Girls,7,22
2075,20000000,8456,26.21425,41627431,115,Never Back Down,6.4,497
2080,30000000,49517,33.649652,33400000,127,Tinker Tailor Soldier Spy,6.6,840
2082,21000000,50780,13.847872,970816,91,The Beaver,6.3,276
2085,18000000,85,68.159596,389925971,115,Raiders of the Lost Ark,7.7,3854
2088,38000000,9682,9.662715,29907685,90,Pulse,5,150
2096,13000000,138843,49.975409,318000141,112,The Conjuring,7.4,3092
2099,35000000,1584,43.057323,131282949,108,School of Rock,6.7,1414
2102,20000000,65057,40.903931,177243185,115,The Descendants,6.7,934
2107,20000000,35688,2.986286,60072596,121,Why Did I Get Married Too?,6.1,29
2109,20000000,296096,53.161905,207945075,110,Me Before You,7.6,2562
2110,51059418.94,103370,7.050951,33400000,114,Madea's Witness Protection,5.9,52
2112,20000000,376659,42.512296,183936074,100,Bad Moms,6.3,1252
2117,20000000,8968,11.62423,67192859,89,Boogeyman,4.6,191
2123,20000000,314365,41.503588,88346473,128,Spotlight,7.8,2686
2125,20000000,1975,13.906944,39143839,102,The Grudge 2,5.2,283
2132,20000000,40264,17.165039,80547866,82,Vampires Suck,4.2,315
2136,32000000,3989,26.509175,50907422,98,Team America: World Police,6.6,660
2141,20000000,10139,30.909699,54586584,128,Milk,7.1,612
2144,19000000,55465,17.971883,35387212,108,A Very Harold & Kumar Christmas,6,328
2146,51059418.94,19904,7.924428,33400000,101,The Stepfather,5.4,167
2147,20000000,48289,14.857884,45636368,113,The Debt,6.3,257
2149,20000000,6933,12.458131,33400000,87,One Missed Call,4.7,171
2152,20000000,38,56.481487,72258126,108,Eternal Sunshine of the Spotless Mind,7.9,3652
2157,20000000,19901,28.019226,51416464,98,Daybreakers,6,634
2158,20000000,34016,16.176976,49779728,104,She's Out of My League,5.9,525
2162,20000000,12819,12.300789,39300000,88,Alpha and Omega,5.3,124
2167,20000000,328387,62.933899,83707310,96,Nerve,7.1,2181
2169,20000000,9945,17.016284,33400000,108,Vampires,5.8,255
2171,20000000,13596,17.145287,36620508,101,My Best Friend's Girl,5.4,220
2177,20000000,2355,20.82778,22222308,124,Reign Over Me,7.1,334
2178,15000000,5915,43.644978,56255142,148,Into the Wild,7.8,3045
2181,19000000,755,64.181668,25836616,108,From Dusk Till Dawn,6.9,1603
2185,35000000,18357,6.908351,33400000,88,The Country Bears,4.3,20
2186,20000000,7979,10.446722,73276047,128,The Kite Runner,7.3,394
2187,20000000,470,32.243357,60427839,124,21 Grams,7.2,918
2191,20000000,22074,10.50098,17436509,120,Capitalism: A Love Story,7,167
2193,19500000,290751,15.012237,34854990,111,Secret in Their Eyes,6.2,336
2194,25000000,13805,16.238961,14109284,87,Disaster Movie,3,240
2197,20000000,63492,19.220789,30426096,106,What's Your Number?,6.2,671
2198,20000000,81796,35.232278,32204030,95,Lockout,5.8,715
2200,20000000,15092,35.542809,34560577,96,Crank: High Voltage,5.9,861
2202,20000000,15005,3.476925,13391174,123,One Night with the King,6.1,12
2207,20000000,17134,15.66135,17280326,108,12 Rounds,5.7,220
2208,20000000,41402,19.705311,24145613,116,Let Me In,6.7,641
2212,20000000,146198,29.371987,12639297,115,Triple 9,5.6,797
2215,20000000,295964,30.477114,36606743,100,Burnt,6.3,950
2219,21000000,26171,15.440465,33400000,99,Everybody's Fine,6.5,284
2220,51059418.94,31117,5.886228,9109322,88,Superbabies: Baby Geniuses 2,1.9,35
2225,20000000,171274,45.742217,11110975,148,Inherent Vice,6.5,833
2226,51059418.94,24432,1.682839,33400000,85,Doogal,3.2,18
2228,20000000,13948,2.605374,7000000,83,An American Carol,4.1,20
2233,20000000,256962,12.232048,6420319,106,Little Boy,7,185
2234,15000000,48231,27.133277,27462041,99,A Dangerous Method,6.2,571
2235,8700000,3509,26.093043,7659918,100,A Scanner Darkly,6.8,532
2238,20000000,23367,7.716606,5210988,111,Bandslam,5.4,126
2240,20000000,241239,37.629309,12007070,125,A Most Violent Year,6.5,546
2242,51059418.94,14914,3.350297,33400000,119,Flash of Genius,6.3,59
2243,20000000,3902,13.032308,4001121,135,I'm Not There.,6.6,195
2245,20000000,21755,10.218307,5530764,114,The Brothers Bloom,6.8,203
2251,20000000,334531,3.102987,33400000,118,My All American,6.8,36
2254,40000000,13405,8.978408,7400000,125,The Children of Huang Shi,6.5,52
2255,51059418.94,19457,10.150993,33400000,115,The Yards,6,97
2264,20000000,43935,10.617236,4634062,107,Dylan Dog: Dead of Night,4.5,139
2270,20000000,133931,14.182301,33400000,83,Zambezia,5.3,68
2274,20000000,334074,33.625477,33400000,96,Survivor,5.4,404
2279,20000000,52449,28.497242,216197492,92,Bad Teacher,5.4,1584
2281,19000000,11247,25.28132,70067909,95,A Cinderella Story,6.1,713
2285,19000000,105,76.603233,381109762,116,Back to the Future,8,6079
2288,27000000,385383,1.224105,33400000,90,Fight Valley,3.9,8
2289,19000000,41210,27.494037,49830607,101,The Switch,5.9,583
2294,15000000,129,118.968562,274925095,125,Spirited Away,8.3,3840
2297,51059418.94,203833,57.84156,76586316,131,The Book Thief,7.4,1486
2298,19000000,13523,17.952817,18755936,109,Sex Drive,6,342
2299,19000000,25195,21.959742,29922472,100,Leap Year,6.4,465
2301,19000000,50725,11.766564,6928068,97,Take Me Home Tonight,6.2,208
2307,19000000,2757,26.441669,32801173,114,Adaptation.,7.3,638
2311,18500000,23082,16.665841,31912793,100,The Invention of Lying,6,518
2315,18000000,496,29.487784,261572744,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
2320,16000000,218043,33.452469,19682924,110,Left Behind,3.7,392
2323,23000000,10147,26.58873,76488889,91,Bad Santa,6.5,656
2326,21000000,60307,14.329891,72417394,99,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
2329,51059418.94,8617,9.642041,14796236,88,Prom Night,4.8,167
2330,17000000,10625,36.423717,129042871,97,Mean Girls,6.9,2320
2339,1000000,790,14.518598,21378361,89,The Fog,6.4,311
2340,18000000,43959,19.234672,47088990,106,Soul Surfer,6.9,342
2345,18000000,25643,13.472365,36133014,109,Love Happens,5.6,180
2351,17000000,333348,9.191187,24000000,107,Love the Coopers,5.4,167
2354,30000000,321697,53.670525,34441873,122,Steve Jobs,6.8,1573
2355,18000000,19840,14.15192,33400000,102,"I Love You, Beth Cooper",5.1,197
2356,18000000,22327,13.462544,33400000,87,Youth in Revolt,5.9,319
2360,18000000,146227,16.520516,10501938,90,Getaway,4.9,246
2367,51059418.94,36811,3.659292,33400000,112,The Last Station,6.7,55
2371,18000000,13809,31.887978,25739015,114,RockNRolla,6.9,836
2374,25000000,33870,1.876811,20719451,117,Mao's Last Dancer,6.8,28
2375,18000000,245703,32.717853,6212282,112,Midnight Special,6.2,694
2383,18000000,17436,6.333869,382174,98,The Informers,4.4,60
2392,20000000,8363,33.436092,121463226,113,Superbad,7,2100
2396,15000000,10982,23.980329,51053787,80,Hoodwinked!,5.9,479
2397,17500000,205,28.60542,38000000,121,Hotel Rwanda,7.5,793
2398,24000000,1620,42.669304,99965753,89,Hitman,5.9,966
2399,17500000,175541,7.180403,7018189,93,Black Nativity,5.8,16
2407,16000000,9675,23.425431,109502303,126,Sideways,6.9,478
2409,300000,948,30.301307,70000000,91,Halloween,7.4,1035
2410,17000000,21765,3.56033,33400000,87,Good Boy!,4.7,30
2412,17000000,7516,23.491962,57103895,109,Smokin' Aces,6.4,534
2413,20000000,41439,36.133536,136150434,90,Saw: The Final Chapter,5.8,730
2416,17000000,38117,24.054062,43165571,86,Beastly,6,849
2417,15000000,9792,35.107857,69623713,107,The Hills Have Eyes,6.1,705
2422,17000000,114150,32.746486,115350426,112,Pitch Perfect,7.3,2247
2430,17000000,109428,33.912116,97542952,91,Evil Dead,6.4,1723
2431,17000000,23049,5.787891,20455276,95,My Life in Ruins,5.6,101
2435,17000000,7304,19.311572,9500000,122,Running Scared,7,331
2439,17000000,2989,1.15641,2000000,102,Roar,5.6,19
2442,17000000,4723,9.349386,374743,144,Southland Tales,5.2,153
2445,17000000,79694,6.385234,9627492,82,The Apparition,4.5,140
2447,16800000,18615,4.358255,2281089,122,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
2450,16500000,2977,18.236284,37311672,120,Becoming Jane,6.9,317
2459,15000000,74643,29.943316,133432856,100,The Artist,7.3,1049
2460,16000000,13788,15.788784,76514050,87,The Unborn,4.8,365
2461,16000000,83666,41.083914,68263166,94,Moonrise Kingdom,7.6,1662
2465,19000000,1417,90.809408,83258226,118,Pan's Labyrinth,7.6,3041
2468,16000000,49950,11.807269,40492759,91,The Roommate,5.3,224
2471,12000000,4638,38.623178,80573774,121,Hot Fuzz,7.4,2199
2480,20000000,23169,36.764666,33400000,113,Remember Me,6.9,948
2491,16000000,3877,8.842869,2849142,113,Things We Lost in the Fire,6.7,90
2511,18000000,771,2.186927,476684675,103,Home Alone,7.1,2414
2516,15000000,14,80.878605,356296601,122,American Beauty,7.9,3313
2517,15000000,45269,54.053576,414211549,118,The King's Speech,7.6,2752
2522,14000000,205596,145.364591,233555708,113,The Imitation Game,8,5723
2525,15000000,33217,21.095489,75700498,92,Diary of a Wimpy Kid,5.9,355
2526,15000000,132232,47.455148,146497771,100,Mama,6,1401
2529,15000000,1165,19.113278,123384128,103,The Queen,6.8,338
2533,17000000,65086,43.675191,127730736,95,The Woman in Black,6.1,1206
2534,15000000,10053,4.688212,66966987,87,When a Stranger Calls,5.4,268
2538,17000000,18736,11.927667,55534455,94,The Lizzie McGuire Movie,5.7,280
2540,15000000,287903,31.565117,61548707,98,Krampus,5.9,584
2543,15000000,2142,19.284129,44862187,104,Cop Land,6.6,382
2547,15000000,266856,61.182331,123726688,123,The Theory of Everything,7.8,3311
2551,15000000,24150,12.929525,39421467,105,Halloween II,5.1,267
2553,15000000,18405,19.760383,32721635,110,The Last House on the Left,6.2,440
2554,15000000,6961,10.194097,47175038,88,The Wedding Date,6.2,230
2558,15000000,64690,49.294864,78054825,100,Drive,7.4,3725
2566,15000000,23706,13.237835,40105542,99,All About Steve,4.7,295
2570,51059418.94,38843,9.681147,33400000,103,Ramona and Beezus,6.1,245
2579,15000000,342521,18.268009,20566327,94,Keanu,6,421
2580,15000000,45272,7.809701,20529194,117,Country Strong,5.9,80
2582,15000000,97367,35.395129,35485608,140,The Place Beyond the Pines,6.8,1653
2583,15000000,254904,45.317278,32556119,108,The November Man,6,639
2585,15000000,12162,47.006162,42000000,131,The Hurt Locker,7.2,1840
2587,15000000,64689,24.612603,37930465,97,Killing Them Softly,5.8,742
2591,15000000,37003,0.335195,22730842,85,U2 3D,6.7,10
2594,15000000,51828,16.629173,59389433,107,One Day,7,978
2596,15000000,7501,8.113634,12000000,92,Knockaround Guys,5.9,97
2606,15000000,14024,10.9071,14867514,103,Raise Your Voice,6,211
2607,15000000,115,49.230089,46189568,117,The Big Lebowski,7.8,2926
2608,15000000,7874,11.429607,10903846,116,Black Snake Moan,6.6,243
2610,16000000,1988,9.717392,18928871,100,A Mighty Heart,6.7,95
2616,15000000,8321,25.329493,34533783,107,In Bruges,7.4,1388
2618,15000000,10186,13.832376,8762890,102,The Rocker,5.6,156
2619,15000000,25704,7.446069,6405245,89,Post Grad,5,100
2621,15000000,19265,21.857387,35097815,92,Whatever Works,6.8,350
2622,15000000,36047,0.249245,5217498,105,The In Crowd,4.7,15
2630,15000000,42188,30.983397,9455232,104,Never Let Me Go,6.8,737
2635,15000000,8461,15.175289,7938872,112,Funny Games,6.3,545
2636,51059418.94,331592,2.414721,33400000,100,Listening,5.5,31
2639,12000000,10045,17.493735,9584131,84,District B13,6.5,565
2644,8500000,16353,9.029489,8936663,98,Ong Bak 2,6,152
2645,12000000,23759,22.708647,6814789,97,Centurion,5.9,386
2647,15000000,10185,19.913961,3533227,98,The Midnight Meat Train,6,290
2648,15000000,75033,1.897761,33400000,107,Winnie Mandela,5.2,5
2653,20000000,172391,6.459787,27187375,85,Khumba,5.8,72
2654,7000000,262543,49.808505,33400000,110,Automata,5.6,670
2657,15000000,20083,5.294319,33400000,119,Shinjuku Incident,6.7,65
2661,14500000,454,41.493042,147298761,120,Romeo + Juliet,6.7,1374
2663,14500000,288980,4.389363,33400000,98,Freedom,5.8,9
2666,15000000,12405,59.258969,377910544,120,Slumdog Millionaire,7.6,2827
2673,15000000,14435,13.706357,100734718,101,My Bloody Valentine,5.3,299
2675,14000000,691,27.17347,185438673,125,The Spy Who Loved Me,6.6,507
2677,51059418.94,62008,4.448494,33400000,111,Good Deeds,6.2,45
2680,13000000,71688,23.3784,114956699,105,The Iron Lady,6.2,527
2682,14000000,8291,3.650857,27515786,109,Poetic Justice,6.9,47
2689,14000000,34563,6.733485,21409028,103,Our Family Wedding,5.7,39
2707,51059418.94,16899,8.387573,33400000,93,Easy Virtue,6.3,108
2716,14000000,43949,24.210698,1755212,89,Flipped,7.4,418
2717,14000000,142,44.135568,178043761,134,Brokeback Mountain,7.5,1480
2722,15000000,86838,32.306455,19422261,110,Seven Psychopaths,6.7,1206
2724,18339750,613,32.445895,92180910,156,Downfall,7.7,1037
2729,13000000,54518,6.735922,98441954,105,Justin Bieber: Never Say Never,4.8,154
2730,13000000,44214,91.285683,327803731,108,Black Swan,7.3,4430
2734,16000000,339984,10.248439,77000000,117,Miracles from Heaven,6.7,186
2737,13000000,239563,43.791745,54837234,102,St. Vincent,7.1,763
2740,13000000,10985,13.525704,33400000,88,The New Guy,5.7,151
2742,17000000,332567,60.829621,119100758,86,The Shallows,6.2,1567
2750,13200000,136835,24.656068,53830415,83,No Good Deed,5.6,181
2751,18000000,5876,37.104353,57096190,126,The Mist,6.7,1399
2752,15000000,264660,95.130041,36869414,108,Ex Machina,7.6,4737
2757,19000000,1251,24.47248,68673228,141,Letters from Iwo Jima,7.2,541
2760,6000000,264644,66.11334,35401758,117,Room,8.1,2757
2776,13000000,84892,43.444135,33400000,102,The Perks of Being a Wallflower,7.7,2968
2781,14350531,59678,30.952377,3964682,88,Attack the Block,6.3,733
2782,10000000,79777,4.267466,303877,127,In the Land of Blood and Honey,5.8,45
2783,13000000,158011,34.532418,68572378,94,The Call,6.6,1257
2793,13000000,37414,11.892615,33400000,109,The Killer Inside Me,6,173
2797,12000000,6615,15.817096,11293663,106,Lars and the Real Girl,7.1,509
2802,15000000,36691,7.497306,5024782,90,Solitary Man,5.8,84
2803,20000000,23631,26.396191,31327899,105,Machete,6.3,1150
2804,12500000,45324,6.546037,1083683,108,Casino Jack,6,94
2807,12500000,56601,0.903529,3878993,118,The Perfect Game,6.3,30
2808,8000000,9552,47.584643,441306145,122,The Exorcist,7.5,2005
2809,7000000,578,50.152327,470654000,124,Jaws,7.5,2542
2813,12000000,67660,6.035152,96070507,122,Think Like a Man,6.9,281
2817,12000000,860,23.161754,79567667,114,WarGames,7,504
2819,12000000,75674,21.958055,81272766,110,Act of Valor,6.3,417
2823,12000000,13335,26.219598,43493123,107,Harold & Kumar Escape from Guantanamo Bay,6.2,497
2832,12000000,9030,11.135734,56309766,98,The Eye,5.5,281
2834,12000000,8386,11.510281,31155435,93,How High,6.3,218
2837,12000000,101267,8.410688,32726956,93,Katy Perry: Part of Me,6.5,85
2844,51059418.94,11354,6.2464,33400000,118,The Upside of Anger,6.4,72
2846,12000000,14191,16.931846,23006849,104,Aquamarine,5.8,364
2852,12000000,57157,16.183746,22939027,94,Young Adult,5.6,364
2860,14000000,387,26.967494,85000000,149,Das Boot,7.9,613
2865,12000000,227719,32.940597,32248241,106,Project Almanac,6.4,933
2877,11000000,1255,27.65527,88489643,119,The Host,6.7,537
2880,12000000,8669,9.779444,33400000,97,Charlie Bartlett,6.5,225
2883,12000000,86825,27.322212,12077441,99,Stoker,6.5,882
2884,12000000,844,12.664787,19271312,129,2046,6.9,206
2886,12000000,15907,4.795244,33400000,100,Duma,6.9,41
2887,12000000,38448,5.841285,1644755,111,Ondine,6.5,84
2888,12000000,327,5.327714,15250000,114,Brother,6.8,107
2893,12000000,4170,11.237374,33400000,120,Trade,6.8,67
2897,7500000,10133,11.636883,33400000,95,Cypher,6.7,192
2904,12000000,236751,11.150261,101332962,99,Heaven is for Real,6,229
2906,51059418.94,357837,0.186234,33400000,89,Dancin' It's On,4.3,2
2909,11500000,18530,4.75919,33400000,101,The Cry of the Owl,5.5,29
2912,11000000,11,126.393695,775398007,121,Star Wars,8.1,6624
2913,11500000,291870,56.805781,94073028,102,Dirty Grandpa,5.7,1406
2917,25000000,45317,31.019381,93617009,116,The Fighter,7.2,1486
2923,51059418.94,10748,7.377587,33400000,101,St. Trinian's,5.6,142
2925,11000000,10229,33.283554,41227069,101,A Walk to Remember,7.5,1018
2928,11000000,22804,31.900899,68233629,90,Saw VI,6,722
2930,11000000,12837,7.645979,38105395,114,The Secret Life of Bees,7.4,158
2935,11000000,167073,39.337949,62076141,111,Brooklyn,7.2,1213
2942,11000000,304357,21.204929,61619773,120,Woman in Gold,7.3,440
2957,51059418.94,62728,3.122152,33400000,111,Brighton Rock,5.6,35
2961,51059418.94,4657,8.950864,33400000,123,Jindabyne,5.7,25
2965,51059418.94,11056,6.340135,33400000,102,Darkness,5.6,112
2967,10500000,601,56.105798,792910554,115,E.T. the Extra-Terrestrial,7.3,3269
2968,10000000,13067,12.792446,17500000,97,In the Land of Women,5.8,160
2971,51059418.94,58051,0.12082,33400000,135,Housefull,5.2,29
2973,12000000,96399,5.759545,9622846,145,For Greater Glory - The True Story of Cristiada,6.4,35
2975,10000000,489,43.734886,225933435,126,Good Will Hunting,7.9,2811
2979,28000000,1588,14.754281,90449929,98,Bring It On,5.8,568
2980,10000000,316727,53.727146,118587880,105,The Purge: Election Year,6.1,1306
2982,10000000,663,29.244768,139352633,93,Saw IV,5.9,903
2991,10000000,1648,25.929893,40485039,90,Bill & Ted's Excellent Adventure,6.7,454
2993,10000000,74534,21.258991,136836156,124,The Best Exotic Marigold Hotel,6.9,459
2997,10000000,321258,38.179483,64188367,97,The Boy,5.8,1102
2998,10000000,44040,30.934688,33583175,80,Devil,5.8,816
3004,10000000,1832,14.543435,30652890,130,Dogma,6.8,823
3009,8500000,20616,4.844451,34411240,84,Swimfan,5,70
3013,65000000,294272,31.974359,143695338,102,Pete's Dragon,6.2,679
3015,10000000,283445,26.090495,52882018,97,Sinister 2,5.4,581
3018,10000000,22824,22.888173,42333295,98,The Fourth Kind,5.8,441
3020,51059418.94,39349,2.580808,33400000,123,Sugar Hill,5.2,13
3026,51059418.94,8359,6.27141,33400000,101,Kit Kittredge: An American Girl,6.4,34
3027,51059418.94,15648,11.158906,33400000,100,The Perfect Man,5.5,203
3036,10000000,164558,7.944457,33400000,92,One Direction: This Is Us,8,201
3042,5000000,328425,27.247013,58978653,108,The Gift,6.7,1049
3051,10000000,37931,14.038512,6110000,90,MacGruber,5.1,179
3054,10000000,13160,12.067921,33400000,95,Over Her Dead Body,5.3,145
3056,51059418.94,52067,10.254807,6861102,87,Cedar Rapids,5.9,135
3057,20000000,73,73.567232,23875127,119,American History X,8.2,3016
3062,51059418.94,13201,0.753481,33400000,96,Deuces Wild,5.5,34
3064,10000000,7942,14.905357,33000000,100,"Run, Fatboy, Run",6.2,238
3072,51059418.94,134371,4.725357,33400000,112,Atlas Shrugged Part II,5.4,41
3075,6500000,1640,28.223163,98410061,112,Crash,7.2,1149
3078,51059418.94,13689,8.326131,33400000,120,Peaceful Warrior,7.3,90
3079,10000000,67911,3.919057,33400000,97,Bucky Larson: Born to Be a Star,4.4,51
3081,10000000,329440,19.865989,40055439,95,The Forest,4.8,448
3083,10000000,252512,19.263477,7587485,97,While We're Young,5.8,383
3085,51059418.94,9613,6.948401,33400000,98,Spider,6.4,168
3091,10000000,73567,16.436178,3665069,102,Killer Joe,6.5,425
3092,10000000,41479,14.979375,7022728,96,The Joneses,6.1,210
3098,5000000,13191,6.265659,1296184,106,"War, Inc.",5.6,86
3105,10000000,25350,2.85283,33400000,111,Imaginary Heroes,6.3,29
3107,10000000,20178,9.805551,295750,99,World's Greatest Dad,6.5,177
3108,51059418.94,5072,12.898984,33400000,96,Severance,6.4,169
3109,10000000,18191,2.803642,33400000,82,Edmond,6,50
3116,51059418.94,24663,1.388136,33400000,90,The Open Road,4.8,19
3119,51059418.94,39055,0.122874,140987,94,Free Style,5.8,4
3124,51059418.94,49787,7.245108,33400000,94,The Reef,5.4,130
3132,51059418.94,42057,1.259968,33400000,99,It's a Wonderful Afterlife,4.3,9
3138,10000000,43090,3.753703,33400000,89,Gunless,6.7,27
3139,9500000,16614,19.978021,17164377,107,Adventureland,6.4,737
3143,9500000,667,28.675891,111584787,117,You Only Live Twice,6.5,531
3149,12899867,219,19.747809,85582407,121,Volver,7.3,406
3151,10000000,22820,3.193777,33400000,89,Gentlemen Broncos,6.2,51
3156,51059418.94,66125,5.499412,33400000,92,Red Dog,7.1,83
3158,11000000,348,94.184658,104931801,117,Alien,7.9,4470
3162,5500000,660,31.036,141195658,130,Thunderball,6.5,562
3163,10000000,68684,10.424596,33400000,93,Detention,5.7,129
3165,9000000,9400,6.717994,41590886,118,Set It Off,6.9,66
3195,9000000,39806,0.717811,771499,130,Princess Kaiulani,4.8,14
3198,9000000,17926,2.009597,1046166,97,Undiscovered,4.5,12
3201,9000000,25968,4.799022,33400000,103,Veronika Decides to Die,5.8,75
3203,51059418.94,52010,3.891186,33400000,76,"Ultramarines: A Warhammer 40,000 Movie",5.2,27
3205,7347125,43418,3.949796,33400000,122,Beneath Hill 60,7.3,40
3218,8500000,272693,40.28709,43528634,100,The DUFF,6.8,1322
3222,8500000,29963,9.230073,4440055,119,Bright Star,6.8,107
3223,12000000,26022,14.719886,42345360,145,My Name Is Khan,7.7,232
3234,8500000,242582,89.095538,38697217,117,Nightcrawler,7.6,3395
3238,8000000,773,14.793177,100523181,102,Little Miss Sunshine,7.5,1686
3245,8000000,40807,33.372828,39187783,100,50/50,7,1261
3249,51059418.94,385736,3.467923,33400000,80,Kicks,7.5,18
3251,6500000,668,25.289665,81974493,142,On Her Majesty's Secret Service,6.5,456
3254,8000000,13751,4.932893,18948425,112,Akeelah and the Bee,6.7,81
3256,8000000,14536,13.987772,29010817,97,New in Town,5.2,99
3260,8000000,22821,13.517017,10629321,118,The Boondock Saints II: All Saints Day,5.9,261
3263,8000000,37735,45.395839,74952305,92,Easy A,6.7,2210
3266,8000000,51588,11.837067,10130000,104,Prom,5.7,134
3276,8000000,43923,13.143045,6491240,101,It's Kind of a Funny Story,6.9,672
3281,51059418.94,26963,10.621353,33400000,75,The Secret of Kells,7.3,181
3283,8000000,7870,7.433574,852872,112,Down in the Valley,5.9,63
3288,8000000,10288,5.244518,426224,91,Fido,6.6,135
3290,8000000,44147,10.791954,3453043,98,Wild Target,6.4,215
3296,8000000,149,39.338097,553171,124,Akira,7.8,773
3301,51059418.94,1544,9.100352,2455831,93,Imagine Me & You,7,177
3303,7800000,302,11.000654,22441323,102,Swimming Pool,6.4,153
3313,7500000,24684,16.990308,26096852,100,An Education,6.8,409
3319,7500000,36046,0.571663,3347647,110,The Work and the Glory,6.1,7
3320,8000000,12569,14.652342,10848783,92,Extract,5.7,192
3325,8000000,73873,7.802245,5634828,113,Albert Nobbs,6.2,132
3329,51059418.94,45650,9.983004,33400000,92,The Hole,5.6,244
3330,7500000,7735,25.281197,19000000,107,The Wave,7.5,841
3331,7000000,301365,38.150787,1333124,117,The Neon Demon,6.4,887
3334,7500000,7326,19.782725,231411584,96,Juno,7,2244
3336,7200000,681,34.634181,116019547,120,Diamonds Are Forever,6.3,553
3337,6000000,238,143.659698,245066411,175,The Godfather,8.4,5893
3339,7500000,19913,45.610993,60722734,95,(500) Days of Summer,7.2,2904
